ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total,Desconto,Valor_Com_Desconto,Forma_Pagamento,Data_Hora_Geracao
CO000213,645.426.891-66,P0095,2024-01-14,2,71.88,3.0,143.76,0.15,122.2,Cartão de Crédito,2026-09-23 16:55:35
CO000214,235.840.684-83,P0079,2025-03-14,1,59.88,2.2,59.88,0.15,50.9,Cartão de Crédito,2026-09-23 16:55:35
CO000215,137.248.974-14,P0011,2024-10-30,1,49.9,1.6,49.9,0.05,47.4,Cartão de Crédito,2026-09-23 16:55:35
CO000216,716.256.878-93,P0049,2025-09-04,2,254.91,3.6,509.82,0,509.82,Dinheiro,2026-09-23 16:55:35
CO000217,782.250.918-82,P0043,2024-02-10,2,69.9,2.1,139.8,0.15,118.83,Boleto,2026-09-23 16:55:35
CO000218,420.749.159-10,P0083,2024-12-05,3,143.91,4.0,431.73,0,431.73,Cartão de Débito,2026-09-23 16:55:35
CO000219,654.161.170-70,P0027,2024-09-11,5,212.41,1.2,1062.05,0.15,902.74,Vale-presente,2026-09-23 16:55:35
CO000220,137.853.244-72,P0093,2025-06-17,2,59.42,3.4,118.84,0.05,112.9,Cartão de Débito,2026-09-23 16:55:35
CO000221,861.550.495-53,P0057,2024-03-12,1,59.93,1.3,59.93,0.05,56.93,Cartão de Crédito,2026-09-23 16:55:35
CO000222,349.251.771-98,P0082,2024-04-03,2,89.93,4.8,179.86,0,179.86,Cartão de Crédito,2026-09-23 16:55:35
CO000223,776.377.778-94,P0071,2025-03-12,2,42.41,1.9,84.82,0,84.82,Vale-presente,2026-09-23 16:55:35
CO000224,315.786.744-37,P0040,2025-03-10,2,80.91,3.9,161.82,0,161.82,Cartão de Crédito,2026-09-23 16:55:35
CO000225,601.804.432-68,P0032,2025-10-12,3,67.92,2.1,203.76,0.05,193.57,Cartão de Crédito,2026-09-23 16:55:35
CO000226,247.870.940-60,P0062,2025-02-11,1,219.9,4.8,219.9,0,219.9,Dinheiro,2026-09-23 16:55:35
CO000227,614.640.528-30,P0061,2025-03-19,4,67.43,2.7,269.72,0.1,242.75,Cartão de Crédito,2026-09-23 16:55:35
CO000228,183.961.387-27,P0003,2024-11-03,4,26.17,2.7,104.68,0,104.68,Boleto,2026-09-23 16:55:35
CO000229,777.357.861-99,P0020,2025-01-24,5,37.42,3.9,187.1,0,187.1,Dinheiro,2026-09-23 16:55:35
CO000230,525.827.960-66,P0059,2025-05-07,3,219.9,2.5,659.7,0.1,593.73,PIX,2026-09-23 16:55:35
CO000231,159.350.188-65,P0018,2024-01-05,4,121.37,1.8,485.48,0,485.48,PIX,2026-09-23 16:55:35
CO000232,652.947.101-96,P0094,2025-02-08,3,164.89,3.0,494.67,0.05,469.94,Vale-presente,2026-09-23 16:55:35
CO000233,458.362.905-23,P0050,2024-03-13,4,26.17,2.2,104.68,0.1,94.21,Dinheiro,2026-09-23 16:55:35
CO000234,473.915.981-15,P0016,2024-07-17,4,32.89,4.7,131.56,0,131.56,Dinheiro,2026-09-23 16:55:35
CO000235,717.140.994-19,P0099,2025-10-12,3,49.9,3.0,149.7,0.05,142.21,Vale-presente,2026-09-23 16:55:35
CO000236,430.239.261-65,P0090,2024-09-09,1,26.91,3.6,26.91,0.05,25.56,Cartão de Crédito,2026-09-23 16:55:35
CO000237,231.787.771-40,P0005,2024-01-29,3,79.9,3.5,239.7,0.15,203.74,Vale-presente,2026-09-23 16:55:35
CO000238,180.635.724-21,P0083,2025-11-28,2,143.91,2.0,287.82,0.05,273.43,Cartão de Crédito,2026-09-23 16:55:35
CO000239,560.967.479-21,P0032,2024-06-14,5,67.92,3.3,339.6,0.15,288.66,PIX,2026-09-23 16:55:35
CO000240,966.923.670-56,P0099,2025-02-11,1,49.9,3.6,49.9,0.05,47.4,Vale-presente,2026-09-23 16:55:35
CO000241,452.708.771-13,P0011,2024-06-18,5,49.9,4.6,249.5,0.05,237.02,Dinheiro,2026-09-23 16:55:35
CO000242,872.650.584-40,P0089,2025-11-05,3,121.37,3.0,364.11,0.1,327.7,Dinheiro,2026-09-23 16:55:35
CO000243,452.708.771-13,P0040,2024-04-01,4,80.91,4.0,323.64,0.15,275.09,PIX,2026-09-23 16:55:35
CO000244,595.850.994-77,P0074,2024-08-02,3,80.87,4.3,242.61,0,242.61,Vale-presente,2026-09-23 16:55:35
CO000245,821.303.380-57,P0090,2025-05-18,3,26.91,1.0,80.73,0,80.73,PIX,2026-09-23 16:55:35
CO000246,621.822.379-63,P0009,2024-10-22,4,43.89,3.1,175.56,0.15,149.23,Vale-presente,2026-09-23 16:55:35
CO000247,999.850.195-57,P0022,2024-05-17,2,98.89,2.5,197.78,0.15,168.11,Cartão de Crédito,2026-09-23 16:55:35
CO000248,679.679.775-28,P0024,2025-08-03,5,79.9,4.8,399.5,0.05,379.52,Cartão de Crédito,2026-09-23 16:55:35
CO000249,143.844.990-55,P0026,2024-07-15,1,269.87,4.0,269.87,0.2,215.9,Cartão de Débito,2026-09-23 16:55:35
CO000250,753.903.587-95,P0057,2024-06-19,5,59.93,1.4,299.65,0.15,254.7,PIX,2026-09-23 16:55:35
CO000251,,P0011,2024-12-16,4,49.9,1.5,199.6,0,199.6,PIX,2026-09-23 16:55:35
CO000252,431.801.689-21,P0031,2024-04-13,4,65.89,2.9,263.56,0.2,210.85,PIX,2026-09-23 16:55:35
CO000253,737.646.127-60,P0035,2024-02-12,1,69.9,3.7,69.9,0.2,55.92,PIX,2026-09-23 16:55:35
CO000254,796.725.221-26,P0067,2024-09-29,1,120.89,2.5,120.89,0.1,108.8,Dinheiro,2026-09-23 16:55:35
CO000255,239.864.500-79,P0097,2025-01-14,3,27.39,3.4,82.17,0,82.17,Vale-presente,2026-09-23 16:55:35
CO000256,705.605.891-35,P0041,2025-02-12,2,42.41,4.8,84.82,0.15,72.1,Dinheiro,2026-09-23 16:55:35
CO000257,192.839.612-24,P0008,2024-04-12,3,37.42,4.5,112.26,0.2,89.81,PIX,2026-09-23 16:55:35
CO000258,665.155.113-42,P0090,2024-01-27,4,26.91,3.9,107.64,0,107.64,Boleto,2026-09-23 16:55:35
CO000259,806.479.322-66,P0068,2024-09-11,3,95.88,4.8,287.64,0.2,230.11,Cartão de Débito,2026-09-23 16:55:35
CO000260,810.752.430-24,P0080,2024-07-11,4,249.9,3.1,999.6,0.15,849.66,PIX,2026-09-23 16:55:35
CO000261,803.968.708-21,P0042,2024-02-16,1,189.9,3.5,189.9,0.2,151.92,Vale-presente,2026-09-23 16:55:35
CO000262,703.847.493-54,P0087,2025-02-13,4,164.89,1.9,659.56,0.05,626.58,Vale-presente,2026-09-23 16:55:35
CO000263,835.850.226-21,P0011,2025-11-05,3,49.9,2.7,149.7,0.05,142.21,Vale-presente,2026-09-23 16:55:35
CO000264,440.665.881-79,P0094,2025-12-30,4,164.89,2.2,659.56,0,659.56,Cartão de Crédito,2026-09-23 16:55:35
CO000265,282.587.421-55,P0074,2024-03-30,5,80.87,1.1,404.35,0.05,384.13,Cartão de Débito,2026-09-23 16:55:35
CO000266,870.522.888-59,P0071,2024-04-28,4,42.41,1.7,169.64,0.05,161.16,Dinheiro,2026-09-23 16:55:35
CO000267,493.463.331-33,P0070,2025-11-06,2,37.42,2.0,74.84,10%,74.84,Vale-presente,2026-09-23 16:55:35
CO000268,126.193.334-96,P0014,2024-06-13,4,139.9,5.0,559.6,0,559.6,Cartão de Débito,2026-09-23 16:55:35
CO000269,369.331.957-44,P0099,2025-11-12,3,49.9,1.9,149.7,0,149.7,Dinheiro,2026-09-23 16:55:35
CO000270,971.902.384-42,P0016,2025-05-18,2,32.89,4.7,65.78,0.15,55.91,PIX,2026-09-23 16:55:35
CO000271,209.745.805-55,P0043,2025-09-07,2,69.9,4.7,139.8,0.2,111.84,PIX,2026-09-23 16:55:35
CO000272,536.501.283-86,P0044,2025-01-25,4,131.88,4.6,527.52,0.15,448.39,Vale-presente,2026-09-23 16:55:35
CO000273,244.821.923-46,P0072,2024-09-22,4,119.9,4.2,479.6,0,479.6,PIX,2026-09-23 16:55:35
CO000274,211.887.354-94,P0012,2025-08-29,1,53.87,1.4,53.87,0.15,45.79,Cartão de Crédito,2026-09-23 16:55:35
CO000275,922.553.395-30,P0015,2024-11-16,5,89.9,2.5,449.5,0.2,359.6,Dinheiro,2026-09-23 16:55:35
CO000276,571.464.259-27,P0095,2025-07-02,1,71.88,2.2,71.88,0.1,64.69,Cartão de Crédito,2026-09-23 16:55:35
CO000277,364.427.844-18,P0055,2025-11-26,3,41.88,4.1,125.64,0.2,100.51,Cartão de Crédito,2026-09-23 16:55:35
CO000278,282.587.421-55,P0085,2025-02-08,5,359.88,3.4,1799.4,0,1799.4,PIX,2026-09-23 16:55:35
CO000279,999.584.661-16,P0059,2024-08-12,3,219.9,1.6,659.7,0,659.7,Dinheiro,2026-09-23 16:55:35
CO000280,801.556.459-38,P0059,2025-11-12,2,219.9,3.4,439.8,0,439.8,Vale-presente,2026-09-23 16:55:35
CO000281,860.666.259-44,P0077,2024-05-06,3,110.42,2.2,331.26,0.15,281.57,Cartão de Débito,2026-09-23 16:55:35
CO000282,383.154.298-24,P0074,2025-05-21,4,80.87,3.5,323.48,0,323.48,Cartão de Débito,2026-09-23 16:55:35
CO000283,710.284.834-73,P0049,2024-06-05,1,254.91,4.9,254.91,0,254.91,Vale-presente,2026-09-23 16:55:35
CO000284,299.471.666-46,P0094,2024-07-02,2,164.89,3.8,329.78,0,329.78,Dinheiro,2026-09-23 16:55:35
CO000285,639.949.225-70,P0051,2024-06-12,3,49.9,4.9,149.7,0.15,127.24,PIX,2026-09-23 16:55:35
CO000286,732.563.378-99,P0051,2024-12-22,3,49.9,2.7,149.7,0.05,142.21,Dinheiro,2026-09-23 16:55:35
CO000287,998.520.370-59,P0010,2025-12-14,5,69.9,3.9,349.5,0,349.5,Cartão de Crédito,2026-09-23 16:55:35
CO000288,875.525.272-99,P0071,2025-08-17,4,42.41,1.4,169.64,0,169.64,PIX,2026-09-23 16:55:35
CO000289,838.555.706-84,P0039,2024-05-20,4,219.9,3.6,879.6,0.1,791.64,Dinheiro,2026-09-23 16:55:35
CO000290,137.853.244-72,P0062,2024-08-11,3,219.9,4.6,659.7,0,659.7,Vale-presente,2026-09-23 16:55:35
CO000291,638.520.887-62,P0095,2025-08-12,1,71.88,2.4,71.88,0.2,57.5,PIX,2026-09-23 16:55:35
CO000292,500.572.891-96,P0019,2025-11-26,4,41.88,4.8,167.52,0.05,159.14,Cartão de Crédito,2026-09-23 16:55:35
CO000293,179.830.392-40,P0013,2024-02-23,3,219.9,4.9,659.7,0,659.7,PIX,2026-09-23 16:55:35
CO000294,299.565.513-83,P0084,2025-10-04,3,26.91,3.4,80.73,0,80.73,Vale-presente,2026-09-23 16:55:35
CO000295,323.577.409-96,P0032,2025-05-15,1,67.92,1.5,67.92,0.05,64.52,Cartão de Débito,2026-09-23 16:55:35
CO000296,816.437.500-83,P0077,2025-12-09,2,110.42,3.6,220.84,0.05,209.8,Vale-presente,2026-09-23 16:55:35
CO000297,545.658.316-94,P0012,2025-01-26,4,53.87,4.5,215.48,0.15,183.16,Cartão de Débito,2026-09-23 16:55:35
CO000298,167.252.387-13,P0084,2024-04-29,4,26.91,2.5,107.64,0,107.64,PIX,2026-09-23 16:55:35
CO000299,860.844.258-63,P0063,2025-08-09,5,149.9,1.9,749.5,0.1,674.55,Boleto,2026-09-23 16:55:35
CO000300,538.272.104-50,P0036,2025-01-28,1,149.93,4.2,149.93,0,149.93,Dinheiro,2026-09-23 16:55:35
CO000301,830.876.786-78,P0090,2024-04-11,4,26.91,2.2,107.64,0,107.64,Cartão de Débito,2026-09-23 16:55:35
CO000302,329.765.170-93,P0092,2025-12-18,5,33.62,1.7,168.1,0.2,134.48,PIX,2026-09-23 16:55:35
CO000303,978.812.801-22,P0072,2025-05-15,5,119.9,4.1,599.5,0.1,539.55,PIX,2026-09-23 16:55:35
CO000304,109.817.952-43,P0075,2025-10-29,5,29.88,3.9,149.4,0.2,119.52,PIX,2026-09-23 16:55:35
CO000305,754.178.626-34,P0097,2024-07-04,2,27.39,4.9,54.78,0,54.78,Boleto,2026-09-23 16:55:35
CO000306,316.926.769-95,P0024,2024-11-17,1,79.9,3.2,79.9,0.2,63.92,PIX,2026-09-23 16:55:35
CO000307,995.516.735-29,P0017,2024-03-30,5,94.37,1.8,471.85,0,471.85,Boleto,2026-09-23 16:55:35
CO000308,410.115.316-34,P0097,2025-06-02,1,27.39,1.3,27.39,0,27.39,Cartão de Débito,2026-09-23 16:55:35
CO000309,706.425.925-99,P0070,2024-01-01,2,37.42,2.7,74.84,0.15,63.61,Cartão de Crédito,2026-09-23 16:55:35
CO000310,568.216.368-95,P0006,2025-11-05,5,39.9,4.6,199.5,0,199.5,Boleto,2026-09-23 16:55:35
CO000311,300.292.223-60,P0018,2025-06-19,5,121.37,3.0,606.85,0,606.85,Cartão de Débito,2026-09-23 16:55:35
CO000312,601.804.432-68,P0069,2025-11-09,5,239.88,1.8,1199.4,0,1199.4,PIX,2026-09-23 16:55:35
CO000313,58925656587,P0005,2024-08-08,2,79.9,1.6,159.8,0.2,127.84,Cartão de Crédito,2026-09-23 16:55:35
CO000314,209.234.289-13,P0071,2024-05-11,2,42.41,3.4,84.82,0,84.82,Vale-presente,2026-09-23 16:55:35
CO000315,582.237.224-98,P0055,2025-01-25,1,41.88,3.2,41.88,0,41.88,Vale-presente,2026-09-23 16:55:35
CO000316,179.402.964-22,P0052,2025-11-23,4,54.89,1.3,219.56,0,219.56,Dinheiro,2026-09-23 16:55:35
CO000317,316.926.769-95,P0019,2024-10-02,5,41.88,1.8,209.4,0.15,177.99,Vale-presente,2026-09-23 16:55:35
CO000318,114.276.747-16,P0083,2025-11-04,2,143.91,3.9,287.82,0.1,259.04,Vale-presente,2026-09-23 16:55:35
CO000319,,P0078,2024-11-19,2,89.9,2.7,179.8,0,179.8,Dinheiro,2026-09-23 16:55:35
CO000320,685.662.960-72,P0004,2024-05-07,5,169.9,2.0,849.5,0,849.5,Boleto,2026-09-23 16:55:35
CO000321,701.406.754-64,P0088,2025-10-17,5,49.9,2.6,249.5,0,249.5,PIX,2026-09-23 16:55:35
CO000322,935.910.854-17,P0043,2024-08-19,3,69.9,1.6,209.7,0.2,167.76,Cartão de Débito,2026-09-23 16:55:35
CO000323,508.470.324-27,P0013,2025-01-22,4,219.9,4.9,879.6,0,879.6,PIX,2026-09-23 16:55:35
CO000324,162.507.382-34,P0023,2025-08-25,5,129.9,3.9,649.5,0,649.5,Dinheiro,2026-09-23 16:55:35
CO000325,394.548.815-72,P0068,2024-10-15,3,95.88,3.8,287.64,0.2,230.11,Boleto,2026-09-23 16:55:35
CO000326,800.387.656-82,P0078,2024-11-21,1,89.9,4.6,89.9,0,89.9,Dinheiro,2026-09-23 16:55:35
CO000327,423.417.627-60,P0045,2025-02-16,5,53.91,3.2,269.55,0.2,215.64,Dinheiro,2026-09-23 16:55:35
CO000328,776.377.778-94,P0017,2025-12-31,3,94.37,1.0,283.11,0.1,254.8,Cartão de Crédito,2026-09-23 16:55:35
CO000329,986.131.340-65,P0017,2024-09-30,2,94.37,2.5,188.74,0.15,160.43,PIX,2026-09-23 16:55:35
CO000330,344.652.216-93,P0082,2025-11-25,3,89.93,3.8,269.79,0,269.79,Boleto,2026-09-23 16:55:35
CO000331,702.413.271-18,P0091,2025-04-24,4,169.9,1.7,679.6,0,679.6,Boleto,2026-09-23 16:55:35
CO000332,473.216.677-35,P0036,2024-08-22,4,149.93,3.1,599.72,0.15,509.76,Cartão de Débito,2026-09-23 16:55:35
CO000333,896.306.194-66,P0012,2024-04-02,3,53.87,2.6,161.61,0,161.61,Vale-presente,2026-09-23 16:55:35
CO000334,753.989.870-72,P0010,2025-08-12,2,69.9,4.8,139.8,0,139.8,PIX,2026-09-23 16:55:35
CO000335,277.665.176-30,P0096,2024-01-11,3,149.9,3.2,449.7,0.05,427.21,Dinheiro,2026-09-23 16:55:35
CO000336,964.542.725-93,P0066,2025-12-02,2,142.89,2.9,285.78,0.1,257.2,Vale-presente,2026-09-23 16:55:35
CO000337,459.988.795-87,P0090,2024-07-13,1,26.91,2.6,26.91,0.1,24.22,Vale-presente,2026-09-23 16:55:35
CO000338,488.376.755-98,produto_77,2024-12-19,4,33.62,3.8,134.48,0.15,114.31,Cartão de Crédito,2026-09-23 16:55:35
CO000339,782.250.918-82,P0085,2025-09-13,5,"359,88",3.7,1799.4,0,1799.4,Dinheiro,2026-09-23 16:55:35
CO000340,995.480.667-23,P0087,2024-03-17,5,164.89,4.6,824.45,0,824.45,Cartão de Débito,2026-09-23 16:55:35
CO000341,838.986.320-65,P0066,2025-05-22,3,142.89,4.8,428.67,0.05,407.24,Dinheiro,2026-09-23 16:55:35
CO000342,505.614.482-40,P0048,2024-09-12,1,159.9,2.4,159.9,0.15,135.91,Boleto,2026-09-23 16:55:35
CO000343,289.550.789-23,P0016,2024-09-28,3,32.89,2.2,98.67,0,98.67,Cartão de Crédito,2026-09-23 16:55:35
CO000344,559.703.384-10,P0095,2025-10-20,5,71.88,2.6,359.4,0,359.4,Boleto,2026-09-23 16:55:35
CO000345,617.600.357-16,P0060,2024-12-30,5,33.62,4.4,168.1,0,168.1,PIX,2026-09-23 16:55:35
CO000346,416.847.887-67,P0059,2024-01-06,3,219.9,2.2,659.7,0,659.7,Cartão de Débito,2026-09-23 16:55:35
CO000347,870.376.814-88,P0024,2025-03-17,4,79.9,2.4,319.6,0,319.6,Dinheiro,2026-09-23 16:55:35
CO000348,951.227.630-29,P0011,2025-02-24,5,49.9,3.1,249.5,0,249.5,PIX,2026-09-23 16:55:35
CO000349,370.478.339-15,P0001,2024-08-19,2,274.89,4.1,549.78,0,549.78,Dinheiro,2026-09-23 16:55:35
CO000350,719.761.191-34,P0048,2025-07-03,3,159.9,2.5,479.7,0,479.7,Cartão de Débito,2026-09-23 16:55:35
CO000351,570.361.782-11,P0057,2025-03-20,4,59.93,1.6,239.72,0,239.72,PIX,2026-09-23 16:55:35
CO000352,189.386.492-27,P0091,2024-02-11,2,169.9,1.4,339.8,0,339.8,Cartão de Crédito,2026-09-23 16:55:35
CO000353,719.761.191-34,P0054,2025-11-13,3,42.41,4.6,127.23,0,127.23,Cartão de Crédito,2026-09-23 16:55:35
CO000354,436.731.775-49,P0086,2025-07-17,3,98.89,1.5,296.67,0.05,281.84,Dinheiro,2026-09-23 16:55:35
CO000355,922.289.213-99,p0092,2025-02-13,2,33.62,2.3,67.24,0.2,53.79,Boleto,2026-09-23 16:55:35
CO000356,615.796.533-45,P0095,2024-01-22,4,71.88,1.5,287.52,0,287.52,Cartão de Crédito,2026-09-23 16:55:35
CO000357,694.667.910-15,P0045,2024-08-30,5,53.91,1.1,269.55,0.15,229.12,PIX,2026-09-23 16:55:35
CO000358,500.572.891-96,P0044,2024-01-09,4,131.88,4.9,527.52,0.15,448.39,Dinheiro,2026-09-23 16:55:35
CO000359,538.272.104-50,P0038,2025-03-15,3,134.87,2.9,404.61,0.2,323.69,Cartão de Crédito,2026-09-23 16:55:35
CO000360,702.775.587-68,P0020,2024-04-27,5,"37,42",1.7,187.1,0,187.1,Cartão de Débito,2026-09-23 16:55:35
CO000361,875.525.272-99,P0032,2024-04-15,4,67.92,1.8,271.68,0.15,230.93,Vale-presente,2026-09-23 16:55:35
CO000362,798.654.235-70,P0065,2025-08-28,5,82.43,1.7,412.15,0.2,329.72,Vale-presente,2026-09-23 16:55:35
CO000363,480.562.949-48,P0020,2024-02-09,2,37.42,1.5,74.84,0.05,71.1,Cartão de Débito,2026-09-23 16:55:35
CO000364,238.973.175-67,P0019,2024-04-03,4,41.88,1.1,167.52,0,167.52,PIX,2026-09-23 16:55:35
CO000365,943.777.740-86,P0053,2024-08-24,5,33.91,2.2,169.55,0.15,144.12,Cartão de Crédito,2026-09-23 16:55:35
CO000366,369.829.690-90,P0055,2025-10-21,4,41.88,1.2,167.52,0.05,159.14,PIX,2026-09-23 16:55:35
CO000367,668.270.601-46,P0015,2025-12-29,3,89.9,2.5,269.7,0,269.7,Dinheiro,2026-09-23 16:55:35
CO000368,132.928.776-63,P0041,2024-02-23,1,42.41,1.7,42.41,0,42.41,Vale-presente,2026-09-23 16:55:35
CO000369,922.553.395-30,P0042,2025-09-13,2,189.9,2.1,379.8,0,379.8,PIX,2026-09-23 16:55:35
CO000370,999.850.195-57,P0024,2024-12-08,3,79.9,4.8,239.7,0,239.7,Cartão de Débito,2026-09-23 16:55:35
CO000371,381.108.679-97,P0013,2024-05-13,1,219.9,3.7,219.9,0.2,175.92,Cartão de Débito,2026-09-23 16:55:35
CO000372,376.284.126-50,P0095,2025-06-25,3,71.88,4.0,215.64,0.1,194.08,Boleto,2026-09-23 16:55:35
CO000373,206.608.244-52,P0031,2024-03-30,3,65.89,1.8,197.67,0.05,187.79,PIX,2026-09-23 16:55:35
CO000374,967.511.536-97,P0081,2025-11-01,5,"98,89",1.5,494.45,0.1,445.0,Cartão de Crédito,2026-09-23 16:55:35
CO000375,826.166.663-79,P0091,2025-07-13,4,169.9,4.7,679.6,0,679.6,Boleto,2026-09-23 16:55:35
CO000376,705.605.891-35,P0039,2025-06-30,4,219.9,5.0,879.6,0,879.6,Vale-presente,2026-09-23 16:55:35
CO000377,746.410.915-45,P0006,2025-12-29,2,39.9,1.8,79.8,0.1,71.82,Cartão de Débito,2026-09-23 16:55:35
CO000378,327.231.977-98,P0072,2025-10-06,3,119.9,4.6,359.7,0.05,341.71,Vale-presente,2026-09-23 16:55:35
CO000379,477.788.866-96,P0056,2025-05-30,1,89.9,2.9,89.9,0.1,80.91,PIX,2026-09-23 16:55:35
CO000380,928.903.580-34,P0077,2024-10-23,3,110.42,3.8,331.26,0,331.26,PIX,2026-09-23 16:55:35
CO000381,306.209.597-34,P0008,2025-05-21,2,37.42,4.0,74.84,0.05,71.1,Vale-presente,2026-09-23 16:55:35
CO000382,459.988.795-87,P0066,2025-06-05,1,142.89,1.7,142.89,0.2,114.31,Dinheiro,2026-09-23 16:55:35
CO000383,643.258.560-47,P0100,2024-07-30,4,107.91,2.6,431.64,0,431.64,Cartão de Crédito,2026-09-23 16:55:35
CO000384,204.194.489-22,P0021,2024-01-10,5,79.9,1.9,399.5,0.15,339.57,Boleto,2026-09-23 16:55:35
CO000385,498.343.623-99,P0065,2024-08-13,5,82.43,2.0,412.15,0.2,329.72,Cartão de Débito,2026-09-23 16:55:35
CO000386,858.153.650-32,P0035,2024-02-16,5,69.9,1.5,349.5,0,349.5,Boleto,2026-09-23 16:55:35
CO000387,880.353.796-86,P0038,2024-05-16,1,134.87,3.6,134.87,0,134.87,Cartão de Débito,2026-09-23 16:55:35
CO000388,350.586.725-19,P0083,2025-07-01,2,143.91,5.0,287.82,0,287.82,PIX,2026-09-23 16:55:35
CO000389,195.323.338-74,P0084,2024-11-28,3,26.91,3.5,80.73,0,80.73,PIX,2026-09-23 16:55:35
CO000390,341.296.220-77,P0071,2025-09-18,3,42.41,3.9,127.23,0.05,120.87,Cartão de Débito,2026-09-23 16:55:35
CO000391,839.318.743-29,P0008,2024-10-13,1,37.42,4.3,37.42,0,37.42,Cartão de Crédito,2026-09-23 16:55:35
CO000392,410.115.316-34,P0003,2025-08-20,5,26.17,3.6,130.85,0.2,104.68,PIX,2026-09-23 16:55:35
CO000393,870.376.814-88,P0096,2025-10-03,4,149.9,4.8,599.6,0,599.6,Vale-presente,2026-09-23 16:55:35
CO000394,603.585.240-30,P0071,2024-11-28,2,42.41,4.3,84.82,0,84.82,Cartão de Débito,2026-09-23 16:55:35
CO000395,,P0075,2025-03-20,4,29.88,1.6,119.52,0,119.52,Cartão de Débito,2026-09-23 16:55:35
CO000396,514.121.432-31,P0062,2024-07-08,1,219.9,3.0,219.9,0.05,208.91,Cartão de Crédito,2026-09-23 16:55:35
CO000397,795.560.479-57,P0073,2025-10-25,4,44.9,4.8,179.6,0,179.6,Cartão de Débito,2026-09-23 16:55:35
CO000398,235.840.684-83,P0040,2025-02-07,2,80.91,4.5,161.82,0.2,129.46,Vale-presente,2026-09-23 16:55:35
CO000399,562.567.946-15,P0025,2024-09-08,1,199.9,1.6,199.9,0.05,189.91,Dinheiro,2026-09-23 16:55:35
CO000400,830.876.786-78,P0052,2024-01-13,1,54.89,3.9,54.89,0,54.89,Boleto,2026-09-23 16:55:35
CO000401,440.665.881-79,P0049,2024-01-14,4,254.91,1.1,1019.64,0.2,815.71,Vale-presente,2026-09-23 16:55:35
CO000402,21899836732,P0017,2024-05-26,2,94.37,4.1,188.74,0,188.74,Vale-presente,2026-09-23 16:55:35
CO000403,771.678.261-50,P0002,2025-07-09,1,82.43,4.8,82.43,0,82.43,Vale-presente,2026-09-23 16:55:35
CO000404,102.145.979-11,P0091,2025-07-30,1,169.9,1.8,169.9,0.05,161.41,Dinheiro,2026-09-23 16:55:35
CO000405,179.402.964-22,P0040,2024-02-27,3,80.91,2.9,242.73,0,242.73,Boleto,2026-09-23 16:55:35
CO000406,209.745.805-55,P0035,2024-02-15,5,69.9,1.5,349.5,0.2,279.6,PIX,2026-09-23 16:55:35
CO000407,804.603.873-71,P0038,2025-03-01,1,134.87,3.0,134.87,0.2,107.9,Cartão de Crédito,2026-09-23 16:55:35
CO000408,195.323.338-74,P0029,2024-05-30,1,134.87,1.9,134.87,0.05,128.13,Cartão de Débito,2026-09-23 16:55:35
CO000409,913.795.411-65,P0037,,2,87.89,4.7,175.78,0.15,149.41,Vale-presente,2026-09-23 16:55:35
CO000410,600.982.321-85,produto_88,2024-08-17,4,89.9,1.7,359.6,0,359.6,PIX,2026-09-23 16:55:35
CO000411,604.249.164-31,P0046,2025-01-04,1,33.91,3.5,33.91,0,33.91,PIX,2026-09-23 16:55:35
CO000412,218.998.367-32,P0078,2024-12-08,2,89.9,1.7,179.8,0.1,161.82,Boleto,2026-09-23 16:55:35
CO000413,423.417.627-60,P0087,2025-12-04,4,164.89,1.6,659.56,0.15,560.63,Cartão de Débito,2026-09-23 16:55:35
CO000414,968.424.365-77,P0037,2025-05-26,3,87.89,4.5,263.67,0,263.67,Vale-presente,2026-09-23 16:55:35
CO000415,430.239.261-65,P0034,2024-06-01,1,329.89,4.2,329.89,0.2,263.91,Vale-presente,2026-09-23 16:55:35
CO000416,570.179.982-50,P0041,2025-05-04,2,42.41,2.6,84.82,0.15,72.1,PIX,2026-09-23 16:55:35
CO000417,324.751.294-89,P0074,2024-05-28,4,80.87,4.8,323.48,0,323.48,PIX,2026-09-23 16:55:35
CO000418,334.492.191-23,P0017,2024-11-22,2,94.37,4.1,188.74,0,188.74,Dinheiro,2026-09-23 16:55:35
CO000419,376.737.720-99,P0062,2024-12-07,4,219.9,3.4,879.6,0.15,747.66,Cartão de Crédito,2026-09-23 16:55:35
CO000420,192.322.936-27,P0032,2025-07-05,4,67.92,2.7,271.68,0.05,258.1,Boleto,2026-09-23 16:55:35
CO000421,834.936.221-94,P0069,2024-03-26,5,239.88,4.3,1199.4,0.05,1139.43,Boleto,2026-09-23 16:55:35
CO000422,600.982.321-85,P0054,2024-08-12,5,42.41,3.3,212.05,0.15,180.24,Vale-presente,2026-09-23 16:55:35
CO000423,709.866.944-82,P0031,2024-01-18,3,65.89,1.0,197.67,0.2,158.14,Cartão de Débito,2026-09-23 16:55:35
CO000424,446.877.740-17,P0061,2024-12-23,2,67.43,4.7,134.86,0,134.86,Cartão de Débito,2026-09-23 16:55:35
CO000425,422.973.485-66,P0018,2025-07-18,3,121.37,2.8,364.11,0.2,291.29,Dinheiro,2026-09-23 16:55:35
CO000426,654.161.170-70,P0027,2024-04-30,2,212.41,1.2,424.82,0,424.82,Vale-presente,2026-09-23 16:55:35
